book,group,keyword,page,ctx_before,ctx_after
minzhengzhi_aa,A,乡长,m-30,"年1月“上级批准:全县建立58个乡人民政府,选出新",";增设第八区(元坝)人民政府(实际建立为1950年底)。是月“对缺劳力烈、军属的土地,由乡、村组织代耕队代耕。2月苍溪与阀中、南江等县调整吊角边地。是月5日县人民政府召开复员军人座谈会,了解情况,征求意见,到会141人。是月开始按国家颁布的《革命军人牺牲、病故装饲暂行条例》规定实"
minzhengzhi_aa,A,会议,m-30,"258人。5月8日_县民政科第一次召开区民政助理员",",总结民政工作,交流民政工作经验。7月5日_县成立评歼委员会,对回乡持建国前后各种残废证和证明的残废军人,按新的残废标准评定等级,共64人,升等级1人,降等级12人,换发了残庞证。以后,按国家规定,分别于1962年对二等以上残废,1964年对三等残废,1972年、1981年对所有"
minzhengzhi_aa,A,土地改革,m-31,"11月全县全面开始","(是年1月巳在歧坪试点),组织5个分团,58个工作队分赴各区、乡,至翌年4月结李。全县划定地主3292户,地主兼工商业750户,工商业兼地主22户,半地主式富农778户,富农1813户,地主占总农户6史。共没收、征收土地448735.5背(5背约1亨),收违法款108亿元(旧人民"
minzhengzhi_aa,A,地主,m-31,"58个工作队分赴各区、乡,至翌年4月结李。全县划定","3292户,地主兼工商业750户,工商业兼地主22户,半地主式富农778户,富农1813户,地主占总农户6史。共没收、征收土地448735.5背(5背约1亨),收违法款108亿元(旧人民币》y没收粮食8502石、耕牛3746.5头、大农具16980件、家具226925件、房屋46"
minzhengzhi_aa,A,地主兼,m-31,"各区、乡,至翌年4月结李。全县划定地主3292户,","工商业750户,工商业兼地主22户,半地主式富农778户,富农1813户,地主占总农户6史。共没收、征收土地448735.5背(5背约1亨),收违法款108亿元(旧人民币》y没收粮食8502石、耕牛3746.5头、大农具16980件、家具226925件、房屋46883间,分给了无"
minzhengzhi_aa,A,富农,m-31,"地主兼工商业750户,工商业兼地主22户,半地主式","778户,富农1813户,地主占总农户6史。共没收、征收土地448735.5背(5背约1亨),收违法款108亿元(旧人民币》y没收粮食8502石、耕牛3746.5头、大农具16980件、家具226925件、房屋46883间,分给了无房无地、缺房缺地的农民。塔发了土地房屋所有证。,"
minzhengzhi_aa,A,民主建政,m-31,"头逞户慰问全县烈军属,赠送光荣匾及礼品。3月第二次",",全县刘为85个乡,1街,533个村s6月,原属昭化县的鸵溪、亭子、白桥、新农4个乡,划归苍溪县,全县为89个乡、1街、547个村。.4月卫生行政工作由民政科分出,劳动工作并入。6月县人民政府发出通报,纠正为烈、军属代耕制度不完善的偏差。是月“岳东等区水稻发生严重螨虫危害,县委召"
minzhengzhi_aa,A,大会,m-31,"差。是月“岳东等区水稻发生严重螨虫危害,县委召开扩",",全县动员23万人捕杀害虫。7月15日为宣传贯彻《婚姻法》,县委、县政府召开县属机关、区、乡、村干部和群众约1.5万人大会,对虚杀、虐待、吊打妇女、杀婴等违法案件公开宣判。,8月“召开全县烈、军属,荣军模范及拥优模范大会,到会模范304人。.是月25日川北行署贯彻婚姻法宣传检查组"
minzhengzhi_aa,A,杀害,m-31,"生严重螨虫危害,县委召开扩大会,全县动员23万人捕","虫。7月15日为宣传贯彻《婚姻法》,县委、县政府召开县属机关、区、乡、村干部和群众约1.5万人大会,对虚杀、虐待、吊打妇女、杀婴等违法案件公开宣判。,8月“召开全县烈、军属,荣军模范及拥优模范大会,到会模范304人。.是月25日川北行署贯彻婚姻法宣传检查组来县,推动了全县宣传、执"
minzhengzhi_aa,A,杀,m-31,"属机关、区、乡、村干部和群众约1.5万人大会,对虚","、虐待、吊打妇女、杀婴等违法案件公开宣判。,8月“召开全县烈、军属,荣军模范及拥优模范大会,到会模范304人。.是月25日川北行署贯彻婚姻法宣传检查组来县,推动了全县宣传、执行婚姻法工作,12月民政科编发《苍溪县民主建政宣传提纲》,宣传民主建政的重要性、必要性,提出建政要求和开好"
minzhengzhi_aa,A,宣判,m-31,"人大会,对虚杀、虐待、吊打妇女、杀婴等违法案件公开","。,8月“召开全县烈、军属,荣军模范及拥优模范大会,到会模范304人。.是月25日川北行署贯彻婚姻法宣传检查组来县,推动了全县宣传、执行婚姻法工作,12月民政科编发《苍溪县民主建政宣传提纲》,宣传民主建政的重要性、必要性,提出建政要求和开好乡人民代表会议的搭施。.1953年1月二"
minzhengzhi_aa,A,会议,m-31,"建政的重要性、必要性,提出建政要求和开好乡人民代表","的搭施。.1953年1月二区龙井乡、六区新建乡并入他乡;3月,决定区和村不成为一级政权,区政府改区公所;元坝、东溪场成立镇人民政府!《月1日,城关街政府改为城关镇人民政府,全县为87个乡,3个镇,594个村。「是月22日县召开全县烈军属模范代表大会,到会代表169人。,2月19日"
minzhengzhi_aa,A,破坏,m-31,"月5日“民政科副科长韩介,因隐瞒历史、毒打妻致死和","他人婚姻,界罪潜逃,后投五自杀。「,10"
minzhengzhi_aa,A,大会,m-32,"县、乡(镇)两级普选和召开县、乡(镇)两级人民代表",",至1954年7月6日结柱。12月“志愿军战士罗光前(寨山乡人)1952年在上甘岭战役中坚守阵地三天三夜,歼灭敌300多人,朝鲜民主主义人民共和国授予他一级战士荣誉勋章。1954年3月14日“四川省革命老根据地建设委员会向省人民政府报告,认定苍溪等7县为革命老根据地。4月17日_"
minzhengzhi_aa,A,歼灭,m-32,"山乡人)1952年在上甘岭战役中坚守阵地三天三夜,","敌300多人,朝鲜民主主义人民共和国授予他一级战士荣誉勋章。1954年3月14日“四川省革命老根据地建设委员会向省人民政府报告,认定苍溪等7县为革命老根据地。4月17日_五龙场居民杨开秀手拿油灯捉臭虫,蚊帐若火引起火灾,烧毁民房20间,区公所、税务所、金融组公房被烧30问,损失1"
minzhengzhi_aa,A,大会,m-33,"开全县烈军属、复员退伍军人社会主义建设积极分子代表","。1957年,“2月“退伍回乡的考红军何天星(城郊乡人)出席四川省群英会,《南充报》2月7日以《领导群众创造奇迹的人》为标题,报道了他的事迹。3月开始对全县在“二战?时期、抗日战争和解放战争中牺牲、失除、病故的革命军人、革命工作人员未进行抚饲的进行清理、追饯,至翌年完成。共落实追"
minzhengzhi_aa,A,村民,m-33,"使乡的职权。同时,改行政村为生产大队(管理区),改","小组为生产队。一是月“镇水人民公社群力管理区试办第一所敬老院。12月,参加县四级扩干会的干郡到该院观摩,之后十几天内全县办起175所敬老院,收养五保老人、抹儿2154人。民政拨款2.3万元补助建院。1959年1月,总结仓促办院的教训,决定每个公社只办一所敬考院。因受“左“的影响,"
minzhengzhi_aa,A,大会,m-34,"乡(镇)人民代表选举和召开县、乡(镇)两级人民代表","工作开始,翌年2月14日结柬。12月龙京山皮肤病防治院第三病区因病员取暖失火,热毁草房12间和简易病床等。是月16日新建芦溪、庙垠公社,全县为62个公社。是年旱、水,风灾交替袋击,是苍涉县连续遗受自然灾害蹂躏阡第三年,加之6左“的干扰,政策失误,导敌全县27954户灾民吃穿发生严"
minzhengzhi_aa,A,大会,m-35,"改称社员代表)选举和召开县、公社(镇)两级人民代表","工作开始,至7月15日结束。'1964年′1月县召开考红军、烈军属、荣复、退伍军人、民兵模范代表大会。8月29日_是日至11月上旬70天内仅4天无雨,全县多处滑坡,仅土鲤公社一处滑坡即垮陷田土200多亩,填阻三会寺河沟,自成可薄水80万方的水库;火箭大队一队因滑坡造成无田无地,只"
minzhengzhi_aa,A,会议,m-35,"、社员代表41人在东光三队库房参加全乡小春预分重点",",因呆烟引起室内堆放的火药燃烧爆炸,伤亡8人(当场烧死小孩2人,抢救无效死亡8人》。中共南充地委副书记李仕德、专署民政科副科长邹胜魁及县民政科人员到现场处理事故,并给予了救济。1967年是年由于《文化大革命“的干扰破坏,县民政科领导班子瘙疾。「1968年.2月9日“复退军人的安置"
minzhengzhi_aa,A,死亡,m-35,"火药燃烧爆炸,伤亡8人(当场烧死小孩2人,抢救无效","8人》。中共南充地委副书记李仕德、专署民政科副科长邹胜魁及县民政科人员到现场处理事故,并给予了救济。1967年是年由于《文化大革命“的干扰破坏,县民政科领导班子瘙疾。「1968年.2月9日“复退军人的安置工作从民政科分出,由县人武部办理业务。4月26日“全县遭一天一夜9级大风袭击"
minzhengzhi_aa,A,处理,m-35,"李仕德、专署民政科副科长邹胜魁及县民政科人员到现场","事故,并给予了救济。1967年是年由于《文化大革命“的干扰破坏,县民政科领导班子瘙疾。「1968年.2月9日“复退军人的安置工作从民政科分出,由县人武部办理业务。4月26日“全县遭一天一夜9级大风袭击,小春减产20%。9月18日至19日,又14"
minzhengzhi_aa,A,破坏,m-35,"给予了救济。1967年是年由于《文化大革命“的干扰",",县民政科领导班子瘙疾。「1968年.2月9日“复退军人的安置工作从民政科分出,由县人武部办理业务。4月26日“全县遭一天一夜9级大风袭击,小春减产20%。9月18日至19日,又14"
minzhengzhi_aa,A,大会,m-36,"全权负责民政工作。是月24日公社(镇)既木召开选民","选举第七届(按顺序列为第七届)人民代表,更无法召开乡(铳)人民代表大会选举只人民代表。仅由南充地荣委代表来只宣布县单委的成立和组成人员,公社(镇)革命委员会也先后照此法办理,人民的选举权被剔夺。6月28日中土公社迟伍红军文元中,被《文化大革命9中的造反派迫害致死。1970年1月2"
minzhengzhi_aa,A,法办,m-36,"委的成立和组成人员,公社(镇)革命委员会也先后照此","理,人民的选举权被剔夺。6月28日中土公社迟伍红军文元中,被《文化大革命9中的造反派迫害致死。1970年1月27日回乡探亲的解放军斋长韩柏林,在回水观音滩抢救茶水群众牺性。9月6日县革委办事纷的《民政组“与生产指挥纷的《文卫组“合并为生产指拂纵的《民卫组,一名军代表和原《民政组“"
minzhengzhi_aa,X,审查,m-36,"用印章。是年兵工业、交通、文教等建设所霞土地的征用","报批工作,由民政局交出。1978年是年眷早,1162个毕产队无水有秘,1005个生产队的2.3万户人无水吊;5月8日,8月8日,11日,部分地区道冰霍袱击,损失铭人900万斤、水果5万斤、桐于90多万jy8月中甸,《稿包虫?危密咤稻2万山,损央粮食600万斤』9月5、6日降紫雨阁"
minzhengzhi_aa,A,大会,m-37,"召开烈军属、考红军、荣誉、复员、转业、退伍军人代灵",",到会代表444名。大会评出10个《红旗单位9和10个先进单位,407名先进个人受奖15人在大会上发了言。8月在东溪区开展农村扶贫试点,后在全县普遂开展扶贫工作。是年先后遭旱、冰霏、大风、水灾。1至5月(尤其2月)一量偷少,干冬水田2万多留,247个生产队人留缺吃水!5月29日,"
minzhengzhi_aa,A,会议,m-37,"民政组织先进单位的仪表、县人武部代表参加的民政工作",",贯彻党的十一届三中全会和五届人大及省第十次民政工作会议精神。丞1979年1月全县各级政府、各行各业开展4双拂活动月“,批判林彪和四人帮“攻击民政工作方针政策的谯论,调整积解决军政军民关系巾存在的问题。3月6日从是日起至3月庞,对全县优抚对象进行普查登记。先在伏公公社试点,尔后全"
minzhengzhi_aa,A,错案,m-38,"",",三是实事求是解决优抚对象的固隼。4月11日当日晚至12日上午9时,全县普遍道10一11级暴风袭击,风势之烈在我县历史上罕见,并出现《四月雪“,深丘地区气温下降到3D左右,山区气温降至0U以下,仅小真一项损失3500万斤,干对大真生产造成致命危害,经济作物损失巨大。6月11日,4"
minzhengzhi_aa,A,处理,m-39,"况,至1983年.4月绪束。对查出的问题按政策作了",",并建全了财务副度。11月苍溪县人民政府发布《关于推行火萱、改革土葬的布告》。是年,为适应工作需要,民政局下设二组(优抚安置、民政救济)、一室(办公宣),1984年改设三股(人秘、优抚安置、民政教济》、一室(信访接待)。1988年1月县召开优抚对象代表座谈会,纪念开展《双拥“活动"
minzhengzhi_aa,A,死亡,m-39,"月27日至29日全县逊降暴雨,雨重200毫米以上,","6人,冲毁淹没农作物9万多亩,造成各种经济损失1300万元。民政教济18万多元。是年_对《五保户“进行普查。五保户供给标准,由过去不低于一舫社员生活水平,改为实行4四个六“,即每人每年600厂粮、600斤煤(无煤的以木柴解决)、6斤食油、60元人民币(棉衣裤、政帐男行发给》。19"
minzhengzhi_aa,A,乡长,m-39,"定乡、村有关规章制度和责任制。8月,县人民政府召开","会议,推广试行云。2"
minzhengzhi_aa,A,会议,m-39,"、村有关规章制度和责任制。8月,县人民政府召开乡长",",推广试行云。2"
minzhengzhi_aa,A,会议,m-40,"县区、多民政干部以8天时间,贯彻全国第八次民政工作","及四川省扶贫扶优仪陇经验交流会精神,同时纬织学习新时期的民政业务。9月“肄充地区分配给苍溪县农村贫困户解决衣、故的赊销款1326万元,无息。县按1981年至1983年人平收入在120元以下的户,每人以30元折算,赊销给纯棉布、棉花和成衣的办法,及时分配到贫困户手中。是年按省、地有"
minzhengzhi_aa,X,训练,m-40,"款25万元给予扶持。6月27日民政局开办婚姻登记员","班,给考试合格者颁发了《婚娇登记员证书》,规定颉证者方有权进行婚妮登记。7月!日起,领结婚证时,同时发给贴札人头像的《夫妻关系证明书》,作证明夫妻身分用;如已婚者要求办此证,可凭结婚证补发。是月“对烈土、因公牺牲、病故军人家属中无劳、缺劳、无固定收入生活低于当地群众水平的,自当年"
minzhengzhi_aa,A,甲长,m-41,"埃有关委员及下属有关部门分别办理;区、乡(镇)由保","或有关委员办理。专职民政机构建立后,县级民政机构称谓先后为《第一科、《民政科、《民政组9、《民政局“等;基层民政组织,在抗日战争期间,乡〈镇)曾建立过民政股,以后,仅设民政于事;新中国的区、乡(镇》、村,在不同时期,还设立过管理民政的委员会(小组)。建国后的专职民政机构和民政组织"
minzhengzhi_aa,A,保长,m-45,"设专任干事、户籍助理干事及事务员。各保民政工作,由","负责。抗日战争结束后,此机构消失,乡设民政干事一名。区、乡(镇)民政干部。建国后,区政府(后来改为区公所)一宇设有专职民政助理员。50年代至70年代中期,乡(社、镇)政府,设兼职民政干部;村(大队)分工一名干部兼理民政。1979年后,公社一级设专职民政助理员一名。区、乡(镇)、村"
minzhengzhi_aa,A,村民,m-45,"年后,公社一级设专职民政助理员一名。区、乡(镇)、","政委员会(小组)。为加强民政工作的领导和决策,建国后,犹、乡(社、镇)、村都建立过领导民政工作的委员会或小组。1980年以后,县统一规定,在全县区、乡(社、镇)建立民政委员会,村(大队)建立民政小组。区、乡民政委员会由7至9人组成,由分管民政工作的区委副书记或副区长、乡(镇)党委"
minzhengzhi_aa,A,死亡,m-45,"就业822人,送南部县老残院87人,迷跑112人,","66人,犯罪判刑15人,送劳动教养3人。这时,场内实有场员41人,县委决定对其分散安置后,24"
minzhengzhi_aa,A,判刑,m-45,"南部县老残院87人,迷跑112人,死亡66人,犯罪","15人,送劳动教养3人。这时,场内实有场员41人,县委决定对其分散安置后,24"
minzhengzhi_aa,A,公安,m-46,"是办理行政区刘、选举事务、整顿保甲、人事任免、水陆","、防空、兵役、军政训练、禁删禁詹、医药卫生、优待抚饲、赚灾教济、宗教礼俗、社合登记、慈喻感化、工役、地政、仓倩积谷、寺府财产管理监督、名胜古逊古物调查,保管乡铭遗产、婚丧管理、民政中务及起草、掌理县政府文件、书信等。25"
minzhengzhi_aa,X,训练,m-46,"务、整顿保甲、人事任免、水陆公安、防空、兵役、军政","、禁删禁詹、医药卫生、优待抚饲、赚灾教济、宗教礼俗、社合登记、慈喻感化、工役、地政、仓倩积谷、寺府财产管理监督、名胜古逊古物调查,保管乡铭遗产、婚丧管理、民政中务及起草、掌理县政府文件、书信等。25"
minzhengzhi_aa,A,民主建政,m-47,"苏维埃委员办理。'建_国后1950年,县民政科主管","、行政区划、边界纠纷、地政、机关行政人员任免、卫生行政、优抚、复员安置、社会救济、生产救灾、囱难补助、农村户口、民工动员、社团登记、婚姻登记、移民安置、游民改造、宗教、侨务、民事调解等1952年,人事任免、卫生行政分出,劳动工作并入;1953年,增加选举工作#1956年,户政、民"
minzhengzhi_aa,A,大会,m-47,"务1980年底至1981年初,承担县社两级人民代表","代表直接选举的具体事务(此后,选举工作由县人大常委会主办);1982年,把基层政权建设列为民政部门的主要任务之一。至此,民政的主要职能为基层政权建设、优待抚饵、退伍安置、救灾、社会救济、社会福利、收容遗送、婚娅登记、殡葛改革,同时协助政府做好行政区划、地名管理以及党和政府交办的其"
minzhengzhi_aa,A,会议,m-48,"务不熠的矛盾,一是参加上级民政郯门组织的短期培训、","学习,一是通过边工作边学习的办法,提高政治素质、业务索质和培养好的工作作风。民政科(局)机关干部的自学,长期实行每星期半天业务学习的制度。在各种民政政策法规发生变化时,集中时间学习,并以多种方式进行考试。分工主办各项民政事务的干部,主要通过自学掌握自己分抗的业务知识。对区、乡民政"
minzhengzhi_aa,A,反对,m-48,"心全意为人民服务的标准去衡吾银个人的职业道德;坚决","和严甫处理利川手中的为人民所用皈《救急金、〈救命钱“谋私利,徇私情7;抓民政业务素质的提高(要求熟悉民政业务政策理论,通晓有关的法令、法规;了解与业刍有关的政治、军乐、经济、文化等方面的知识g学会做群众伯的社会工作,葛于与有关部门配合协作的本领》;抓民政工作作风建设(要求民政干部"
minzhengzhi_aa,A,处理,m-48,"民服务的标准去衡吾银个人的职业道德;坚决反对和严甫","利川手中的为人民所用皈《救急金、〈救命钱“谋私利,徇私情7;抓民政业务素质的提高(要求熟悉民政业务政策理论,通晓有关的法令、法规;了解与业刍有关的政治、军乐、经济、文化等方面的知识g学会做群众伯的社会工作,葛于与有关部门配合协作的本领》;抓民政工作作风建设(要求民政干部心旮时刻都"
minzhengzhi_aa,A,镇压,m-53,"年(1644年),即明朝末年(岫祯十七年),明廷为","“反抗“,设甲32"
minzhengzhi_aa,A,甲长,m-55,"长、总甲(十家置",",百家置总甲)。八年(1651年),苍溪属涉朝统治后,仍奄旧制,但因明未人口大堡,清初只编桂花一乡。洁康熙《苍源县志,建星沿革》载,“明编户六里,我朝定鼎兵荒之后,土满人稀,编户一里…...“。十七年(1660年),全县设东、南、西、北四乡,下设保甲。十家为牌,十牌为甲,十甲为保"
minzhengzhi_aa,A,团总,m-55,"。同时,各场设团练分局,进一步将保甲、团练、分局、","联成一气,以互相特制。宣统二年(1910年),办理城乡自治区划,全县就自然地理形势划为城区、王渡镇、元坝镇、龙山乡、东涉乡,三川乡、五龙乡、东岳乡。总称“八区。团保区划标亥革命,中华民国成立(1912年),苍溪仍沿清末《八区(〈见附囹2一1),以团练保甲联合,隶属川北道囡练联合办"
minzhengzhi_aa,A,联保,m-60,"场剑阎县太平乡考观区苏维埃老“观“场辖9个乡苏维埃","、乡(镐)保区划,'民国24年(1935年)夏,蒋介石的中央势力入川,取消军闻防区制。县以下设区分保,划全县为五个区,即一区(治地城厢),二区(治地歧坪),三区(治地龙山》,四区(治地东溪),五区(治地三川》。全县共设36个联保办事处,203保。民国25年(1936年)夏,5个区"
minzhengzhi_aa,A,废除旧乡保,m-64,"。6月,川北区党委指示;年底前结合减(租)退(押)",",建立新乡、村。1951年1月,增划第八区(元坝),并就全县自然地势,废旧乡,新划为58个乡、1街和524村(实际于1950年底已划分完毕,此时上级才正式批准)。一区辖,城关街及城郊、镇水、槐树、回水、云峰、王漆、五里、六包8乡、1街、73村;区政府先设城隍庙,后迁刘家巷。二区辖"
minzhengzhi_aa,A,旧乡,m-64,"1年1月,增划第八区(元坝),并就全县自然地势,废",",新划为58个乡、1街和524村(实际于1950年底已划分完毕,此时上级才正式批准)。一区辖,城关街及城郊、镇水、槐树、回水、云峰、王漆、五里、六包8乡、1街、73村;区政府先设城隍庙,后迁刘家巷。二区辖,东青、马根、蟠龙、禅林、八庙、七树6乡、36村!区政府设东岳庙。三区辖;五"
minzhengzhi_aa,A,土地改革,m-64,"有人口399577人,76311户。1952年春,","后进行第二次民主建政,按照“一个乡的人口,一般四至六千人,平坝地区不得多于一万人口,范围不超过六十华里?的精神,全县境划为10个区,“85个乡,1街,533个村!6月,接收昭化县划给苍溪县的鹏溪、亭子、新农、白桥四乡后,全县划为89个乡、1街,547个村,4231个村(居)民组。"
minzhengzhi_aa,A,民主建政,m-64,",76311户。1952年春,土地改革后进行第二次",",按照“一个乡的人口,一般四至六千人,平坝地区不得多于一万人口,范围不超过六十华里?的精神,全县境划为10个区,“85个乡,1街,533个村!6月,接收昭化县划给苍溪县的鹏溪、亭子、新农、白桥四乡后,全县划为89个乡、1街,547个村,4231个村(居)民组。各区所辖乡是,一区辖"
minzhengzhi_aa,A,地主,m-64,"改为区公所。县人民政府决定;《村不是一级政权,以当","要地名命名?,同时,对地域辽阎、人口过多的村适当划小,全县增划为594个村。东溪场、元坝场成立镇人民政府,分别属于六、40"
minzhengzhi_aa,A,会议,m-65,"一次全面大堀整。12月23日县人民委员会第三次全体","正式决议:将原有10个区、87乡、3镇,调整为9个区、59个乡、1个镇、346个村。此次调整中,撒销丁岳东区,该区的文林、土鲤二乡划归歧坪区,石灶乡划归东溪区。撒销了望水、和平、六包、飞凤、新农、蟠龙、鼓楼、解放、兰池、两河、中和、小新、五峰、月山、太云、大石、喻家、回龙、蚕丝、"
minzhengzhi_aa,A,村民,m-66,"4年,取消公社建制,成立68个乡、1个镇,714个","委员会,3个居民委员会,4673个村民小组。8月,城郊乡的三清、龙潭、光明3个村划入陵江镇。1985年7月,省人民政府批准建立元坝、歧坪、东溪3个镇人民政府(1986年建成)。是年,全县为9仅、1镇、68乡(见附图2一4》、720村、3个居民委员会、4683个村民小组、19个居民"
minzhengzhi_aa,A,联保,m-74,"权晚清、民国的基层政权,其组织形式,经历了团保制、","制、乡保制。其变化实质,在于强化对人民的统治。团“保“制清嘉庆年间(1799一1820年),白莲教农民起义军部属阮正隆、张权潮、包正洪、高德均、冉天元等先后进入县境,历时五六年。清王朝严饭编村保甲,煌式比户患挂门牌,开载详细,寓囡练于保甲之中,“坚壁清野,聚察防守,以御农民起义军"
minzhengzhi_aa,A,镇压,m-74,"事》、客总(答场外之事),又复慕顿县中团练保甲,以","人民起义。光结元年(1875年),县令毛隆恺重新整顿团练保甲,仰保甲团练融为一体,“保甲联于无事之日,囡练用于有事之时。于县城设保甲总局。划清保址,就地成团,设保正、甲长,照给门牌。康、观、寺、院编造无遗。对流民,注明无业字样附于牌尾,以示区别;客店往木客旅,问明来历注签;平时保"
minzhengzhi_aa,A,甲长,m-74,"时。于县城设保甲总局。划清保址,就地成团,设保正、",",照给门牌。康、观、寺、院编造无遗。对流民,注明无业字样附于牌尾,以示区别;客店往木客旅,问明来历注签;平时保甲盘话严密,有事闭练会川兜挎。此举曾获府宪《峡奖?,并将新订章程,转发所属州县。二十六年(1900年)钦衔广练民团,整顿保申,清村户口:此次洁查,均以十家设总牌,牌上书桃"
minzhengzhi_aa,A,民团,m-74,"章程,转发所属州县。二十六年(1900年)钦衔广练",",整顿保申,清村户口:此次洁查,均以十家设总牌,牌上书桃里、棠局、树囡,第几牌,地名何处,户各\男丁、女口、雇工几人,寄住亲友几人,换户塔写,外附客暖零户,上书某名,年岁、职业,田土、房屋、载梅若干,邹右何人。同牌之户暨川首、保正,均签押盖章,共负隐匿连坐责任。二十八年(1902"
minzhengzhi_aa,A,团总,m-74,"县划为东、南、西、北、中五路,每路立一因总,均昕城","日号令。每个场设囡练分局,与县城团练保甲总局联成一气。城乡各保,均将本地少壮《民民“造册,以练丁操练。农予起,仍作本业,一遇有筱,门保首人,督促所练各了前征。清宣统2年(1910年),县奉令办理城乡自治,全县设八个区,每区段设自治总莉一人,各保保正属区总菜管辖。城内团防单务,另归"
minzhengzhi_aa,A,匪,m-74,"们倡团练大筹欲,发惯财,各霸一方,通匠分脏,明团洁",",派49"
minzhengzhi_aa,A,国民党,m-75,"5月,红军撒离苍溪,蒋介石“统一川政,取消防区制,","别动队与地主还乡团大肆《清乡?,推广“新生活运动,训练保甲人员。6月,各区设区署,置区长1人,管理全区事务,下设区员芸干,雇员若干。全县203保,设36个联保办事处,各设联保主任一人。翌年,划全县为““86乡,各乡由县委派联保主任!人,管理全乡事务,下设队附!人,负责武装训练,干"
minzhengzhi_aa,A,地主,m-75,"苍溪,蒋介石“统一川政,取消防区制,国民党别动队与","还乡团大肆《清乡?,推广“新生活运动,训练保甲人员。6月,各区设区署,置区长1人,管理全区事务,下设区员芸干,雇员若干。全县203保,设36个联保办事处,各设联保主任一人。翌年,划全县为““86乡,各乡由县委派联保主任!人,管理全乡事务,下设队附!人,负责武装训练,干事若干人。联"
minzhengzhi_aa,A,联保,m-75,"务,下设区员芸干,雇员若干。全县203保,设36个","办事处,各设联保主任一人。翌年,划全县为““86乡,各乡由县委派联保主任!人,管理全乡事务,下设队附!人,负责武装训练,干事若干人。联保以下,设置保长、队附等。保以下设置甲长,直接管理民众。|乡“保“制民国29年(1940年),四川改行《新县制?(即地方自治),实行所谓管教养卫合"
minzhengzhi_aa,A,联保主任,m-75,",雇员若干。全县203保,设36个联保办事处,各设","一人。翌年,划全县为““86乡,各乡由县委派联保主任!人,管理全乡事务,下设队附!人,负责武装训练,干事若干人。联保以下,设置保长、队附等。保以下设置甲长,直接管理民众。|乡“保“制民国29年(1940年),四川改行《新县制?(即地方自治),实行所谓管教养卫合一。“管?即清查户口"
minzhengzhi_aa,A,保长,m-75,"队附!人,负责武装训练,干事若干人。联保以下,设置","、队附等。保以下设置甲长,直接管理民众。|乡“保“制民国29年(1940年),四川改行《新县制?(即地方自治),实行所谓管教养卫合一。“管?即清查户口,监视居民言行;“教?即宣传国民党的党化教育;“养?即摊派各种苛捐杂税“卫“即组织地方武装。撒销区署,改设区指导员,指导全区工作。"
minzhengzhi_aa,A,甲长,m-75,"干事若干人。联保以下,设置保长、队附等。保以下设置",",直接管理民众。|乡“保“制民国29年(1940年),四川改行《新县制?(即地方自治),实行所谓管教养卫合一。“管?即清查户口,监视居民言行;“教?即宣传国民党的党化教育;“养?即摊派各种苛捐杂税“卫“即组织地方武装。撒销区署,改设区指导员,指导全区工作。撒销乡的联保办事处和联保"
minzhengzhi_aa,A,乡丁,m-75,"队附及分管民政、经济、文化、总务等机构及十事若干,","三五十人,管理全乡保甲事务,并规定;“乡、镇公所直属县政府,承县政府监督指挥,受该管区署之督导,办理本乡镇各项行政及自治事务“,加强县政府的垂直领导。.第二节苏维埃政权。苍溪苏维埃政权,先后共存在约一年半时间,并经历了建立一一撒出一一恢复的过程。因而,一些政策、制度在某些基层苏维"
minzhengzhi_aa,A,杀,m-75,"“的政策,--批苏维埃干部和群众积极分子遮打击和错","等,使政权建设受到影‖l句.>建立政权经过1933年7月,中共川陕省委批准建立了苍溪县苏维埃。9月,苍溪县第一次工农兵代表大会在文昌宫召开,并先后在文昌、龙山、石马、东溪、岳东、白庙、三川、新观“地建区苏维埃,在根据地普遍建立乡、村苏维埃政权。因周民党军队进犯苏区,1934年3月"
minzhengzhi_aa,A,大会,m-75,"准建立了苍溪县苏维埃。9月,苍溪县第一次工农兵代表","在文昌宫召开,并先后在文昌、龙山、石马、东溪、岳东、白庙、三川、新观“地建区苏维埃,在根据地普遍建立乡、村苏维埃政权。因周民党军队进犯苏区,1934年3月,在苍溪的红军和各级苏维埃机关撒离苍涉。1934年9月,红四方面军恢复苍溟英命根据地,随即除整顿原有区、乡、村苏维埃外,还在其"
minzhengzhi_aa,A,土地改革,m-75,"外,还在其扩展的根据地内建立各级苏维埃政权,并进行",",至1935年5月红军撒出苍溪县。「50"
minzhengzhi_aa,X,训练,m-75,"别动队与地主还乡团大肆《清乡?,推广“新生活运动,","保甲人员。6月,各区设区署,置区长1人,管理全区事务,下设区员芸干,雇员若干。全县203保,设36个联保办事处,各设联保主任一人。翌年,划全县为““86乡,各乡由县委派联保主任!人,管理全乡事务,下设队附!人,负责武装训练,干事若干人。联保以下,设置保长、队附等。保以下设置甲长,"
minzhengzhi_aa,A,大会,m-76,"构及人员苏维埃的最高权力机关是苏维埃(工农兵)代表","。大会选出的执行委员分别担任苏维埃政府的主席、副主席和委员。各级苏维埃政权机构名称、职能,大体上下对口。如,县苏维埃设主席、副主席。下属委员6人。土地委员:专等土地改革,清丈田南,谋查人口,分配土地和管理公用。粮食委员;负质收傅榜食,转运粮食,支抱军需,供应机关团体。寺政委员:负"
